date,nav,benchmark_nav
2021-04-12,17979.3406,13102.6752
2021-04-13,17869.3622,13141.5086
2021-04-14,17896.0768,13096.6294
2021-04-15,17989.6601,13237.3157
2021-04-16,18103.7946,13281.5635
2021-04-19,17991.1884,13216.3088
2021-04-20,17814.7674,13119.5469
2021-04-21,18040.3273,13243.6850
2021-04-22,17864.9755,13122.7263
2021-04-23,18093.0329,13265.0091
2021-04-26,18081.6136,13292.7025
2021-04-27,18093.5556,13289.8392
2021-04-28,18130.7282,13286.0201
2021-04-29,18140.3641,13370.6894
2021-04-30,17884.5299,13282.8334
2021-05-03,18063.3205,13311.4826
2021-05-04,18000.8348,13229.3625
2021-05-05,18177.7595,13233.5008
2021-05-06,18613.7100,13339.1749
2021-05-07,18673.6173,13436.2593
2021-05-10,18557.2184,13303.2059
2021-05-11,18406.3971,13184.4792
2021-05-12,17933.5355,12904.3703
2021-05-13,18250.3801,13059.3863
2021-05-14,18506.8044,13259.9170
2021-05-17,18533.3376,13226.1768
2021-05-18,18453.7916,13112.2250
2021-05-19,18315.3228,13077.8472
2021-05-20,18559.3714,13218.5366
2021-05-21,18473.9650,13207.7149
2021-05-24,18586.5184,13342.3585
2021-05-25,18537.5080,13312.7556
2021-05-26,18516.5828,13339.1749
2021-05-27,18523.9218,13346.1755
2021-05-28,18634.0805,13370.0509
2021-06-01,18747.9730,13358.2744
2021-06-02,18586.3815,13379.2823
2021-06-03,18769.5594,13329.6273
2021-06-04,18923.4123,13451.5376
2021-06-07,18989.5837,13438.4850
2021-06-08,19143.8789,13441.3503
2021-06-09,19143.3616,13421.2982
2021-06-10,19273.2791,13483.6865
2021-06-11,19254.7633,13505.9675
2021-06-14,19192.4313,13536.2069
2021-06-15,19150.0865,13511.3757
2021-06-16,19164.8910,13435.9410
2021-06-17,18928.2123,13431.4844
2021-06-18,18666.2068,13250.2862
2021-06-21,18934.0268,13439.9764
2021-06-22,18791.0237,13511.8302
2021-06-23,18732.3180,13495.5462
2021-06-24,18880.2430,13575.3782
2021-06-25,19107.3023,13623.6042
2021-06-28,18858.8040,13651.0677
2021-06-29,18774.8022,13658.4105
2021-06-30,18797.9805,13669.9082
2021-07-01,18833.0695,13745.5915
2021-07-02,18697.5201,13850.6572
2021-07-06,18414.8545,13825.4256
2021-07-07,18321.0452,13874.2892
2021-07-08,18187.2587,13761.2411
2021-07-09,18307.1420,13908.1396
2021-07-12,18382.7607,13957.9548
2021-07-13,18075.4900,13910.3736
2021-07-14,18071.6505,13931.1309
2021-07-15,18110.7293,13883.5497
2021-07-16,17861.2058,13774.6546
2021-07-19,17433.9771,13571.2305
2021-07-20,17852.5977,13765.7102
2021-07-21,18073.4889,13877.1628
2021-07-22,17727.7741,13906.2228
2021-07-23,17889.0100,14049.2918
2021-07-26,18032.9974,14083.7767
2021-07-27,17908.2975,14019.5922
2021-07-28,17993.4602,14013.8387
2021-07-29,18088.3290,14071.9628
2021-07-30,18138.8074,14003.6244
2021-08-02,17892.7236,13974.2420
2021-08-03,18045.3472,14087.9307
2021-08-04,17749.0469,14018.6312
2021-08-05,17613.2948,14107.4118
2021-08-06,17885.0882,14130.7235
2021-08-09,17754.7997,14119.2268
2021-08-10,17832.3108,14136.7901
2021-08-11,17955.3091,14171.9167
2021-08-12,17791.4090,14214.3891
2021-08-13,17882.5285,14240.2582
2021-08-16,18046.4087,14273.7873
2021-08-17,18003.2013,14180.2214
2021-08-18,17777.1309,14025.0192
2021-08-19,17592.9141,14046.7354
2021-08-20,17665.2020,14158.5073
2021-08-23,17800.2640,14283.0521
2021-08-24,17816.9759,14305.7262
2021-08-25,17874.2361,14335.7440
2021-08-26,17678.3954,14251.1174
2021-08-27,18046.9519,14378.5358
2021-08-30,17995.0525,14441.7645
2021-08-31,18046.2124,14420.3717
2021-09-01,17984.8175,14428.0327
2021-09-02,18033.6530,14472.4241
2021-09-03,18029.3833,14468.9087
2021-09-07,17997.4636,14417.1756
2021-09-08,17895.2718,14399.6124
2021-09-09,17648.6733,14337.9791
2021-09-10,17502.4873,14224.9310
2021-09-13,17535.8484,14261.3338
2021-09-14,17336.8429,14184.3744
2021-09-15,17601.8032,14302.8504
2021-09-16,17363.1503,14280.1794
2021-09-17,17179.2383,14141.0719
2021-09-20,17034.4963,13905.2816
2021-09-21,16918.2115,13892.1468
2021-09-22,16963.7767,14027.6630
2021-09-23,17115.7872,14198.0999
2021-09-24,17104.3842,14221.4854
2021-09-27,17415.9234,14180.7997
2021-09-28,17262.4540,13895.0308
2021-09-29,17471.6941,13918.4163
2021-09-30,17183.8338,13748.3019
2021-10-01,17414.6169,13911.6862
